SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,AIRLINE,$219.00 ,$0.00 ,$0.00 ,$219.00 ,1,0.03,"1,0",$219.00 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,ALBINT,$304.20 ,$0.00 ,$0.00 ,$304.20 ,2,0.06,"2,0",$152.10 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,AMERICAN CAMPUS,$537.00 ,$73.00 ,$0.00 ,$610.00 ,3,0.1,"1,0",$179.00 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,AMERICAN CAMPUS COMMUNITIES,$795.00 ,$55.60 ,$8.00 ,$858.60 ,5,0.16,"1,0",$159.00 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,AMTRUST NORTH AMERICA,$156.75 ,$23.90 ,$0.00 ,$180.65 ,1,0.03,"1,0",$156.75 ,X,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,ANATECH,$278.00 ,$92.90 ,$0.00 ,$370.90 ,2,0.06,"1,0",$139.00 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,Arche Noah,$357.00 ,$0.00 ,$0.00 ,$357.00 ,3,0.1,"2,0",$119.00 ,Obere Strasse 40,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,ATIP USA,$125.10 ,$6.00 ,$0.00 ,$131.10 ,1,0.03,"1,0",$125.10 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,AUTO OWNERS INSURANCE,$157.00 ,$0.00 ,$0.00 ,$157.00 ,1,0.03,"1,0",$157.00 ,X,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,B C D TRAVEL,"$5,244.00 ",$154.70 ,$0.00 ,"$5,398.70 ",36,1.17,"15,0",$145.67 ,X,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,BANK OF AMERICA,$152.10 ,$0.00 ,$0.00 ,$152.10 ,1,0.03,"1,0",$152.10 ,X,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,BASEBALL,$129.00 ,$0.00 ,$0.00 ,$129.00 ,1,0.03,"1,0",$129.00 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,BASEBALL CAMP,$314.00 ,$0.00 ,$0.00 ,$314.00 ,2,0.06,"1,1",$157.00 ,,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
SYSTEM DATE:,3/3/2014,CVOCH - HILTON GARDEN INN - CORVALLIS,REPORT:,HSTCSTAT,BUSINESS DATE:,3/3/2014,RATE PLAN-MARKET-GROUP ACTIVITY REPORT,PAGE:,1,TIME:,1:51 PM,REQUESTED PERIOD: 1/1/2014 TO 1/31/2014,TYPE = COMPANY,FORMAT = STATISTICS TOTALS,MARKET CATEGORY = NOT SELECTED,LOCAL TRACKING = NOT SELECTED,RATE PLAN = NOT SELECTED,GROUP CODE = NOT SELECTED,ZIP CODE = NOT SELECTED,MAILING LIST = NOT SELECTED,HH TIER = NOT SELECTED,STATS CRITERIA = N/A,STATS OPTION = N/A,REQUESTED SORT = ALPHABETICALLY BY NAME,RM/STE,OUTLET,OTHER,TOTAL,# RM,%  OF,#OF,COMPANY NAME:,REVENUE,REVENUE,REVENUE,REVENUE,NTS,SOLD,GST,ADR,,BAYER CORP,$420.18 ,$0.00 ,$2.00 ,$422.18 ,3,0.1,"1,0",$140.06 ,X,,,,REPORT TOTAL,"$373,653.69 ","$26,058.24 ","$2,901.33 ","$402,613.26 ","3,070.00",99.51,"2,213,143",$121.71 
